ID,DateReceived,ReceivedQ,DateValid,Authority,LPA19CD,LPA19NM,Constituency,AppType,Classification,StatsCategory,Urban_Rural,HousingType,RenewableType,Proposal,SiteAddress,Easting,Northing,Status@31Mar,Decision_Withdrawal,DecisionIssuedDate,DecidedQ,DateWithdrawn,WithdrawnQ,processingtime_wks,Live@31Mar,timeinsystem
LA04/2022/1243/F,25-Apr-2022,,23-Jun-2022,Belfast,N13000004,Belfast LPA,BELFAST NORTH,Full,Local,Civic,Rural: Countryside, , ,"Restoration of existing cornmill walls, re-roofing, insertion of replacement first floor and new stone built 2 storey extension to form outdoor recreation centre (Amended Description)",100M West of 3 Wolfhill Grove   Belfast   BT14 8NR,"329,485","377,543",Withdrawn,Withdrawn,,,28-Apr-2023,Q1,42.0,, 
LA05/2022/0424/F,25-Apr-2022,,25-Apr-2022,Lisburn and Castlereagh,N13000008,Lisburn and Castlereagh LPA,LAGAN VALLEY,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed erection of detached replacement dwelling and detached double garage/playroom and associated site works (Amended address),90m south east of 49 Braniel Road   Lisburn   BT27 5JJ,"330,531","363,549",Approved,Approved,12-Apr-2023,Q1,,,47.6,, 
LA05/2022/0435/RM,25-Apr-2022,,25-Apr-2022,Lisburn and Castlereagh,N13000008,Lisburn and Castlereagh LPA,LAGAN VALLEY,Reserved Matters,Local,Residential,Rural: Countryside,Rural housing developments (countryside), ,Two single storey dwellings and garages,Sites between 31 & 35 Clogher Road   Lisburn,"329,164","362,726",Approved,Approved,31-Aug-2023,Q2,,,66.6,, 
LA07/2022/0731/F,25-Apr-2022,,25-Apr-2022,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",SOUTH DOWN,Full,Local,Residential,Rural: Settlement,Rural extensions and alterations (settlement), ,"Extension and refurbishment of existing listed building, including demolition of existing lean-to timber garage to create driveway, construction of single storey, orangery/utility and garden store extensions to the rear, excavation in part of raised rear garden to create parking area, replacement sliding sash windows, replacement Bangor blue slate roof, rendering of existing brick chimneys, re-roofing of former boat shed roof with Bangor blue slate, and addition of low-level flood wall to front",6 The Quay   Strangford,"358,882","349,835",Approved,Approved,13-Jun-2023,Q1,,,55.8,, 
LA07/2022/0732/LBC,25-Apr-2022,,25-Apr-2022,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",SOUTH DOWN,Listed Building Consents,Local,Other,Rural: Settlement, , ,"Extension and refurbishment of existing listed building, including demolition of existing lean-to timber garage to create driveway, construction of single storey, orangery/utility and garden store extensions to the rear, excavation in part of raised rear garden to create parking area, replacement sliding sash windows, replacement Bangor blue slate roof, rendering of existing brick chimneys, re-roofing of former boat shed roof with Bangor blue slate, and addition of low-level flood wall to front",6 The Quay   Strangford,"358,882","349,835",Approved,Approved,14-Jun-2023,Q1,,,56.0,, 
LA09/2022/0536/F,25-Apr-2022,,25-Apr-2022,Mid Ulster,N13000010,Mid Ulster LPA,FERMANAGH AND SOUTH TYRONE,Full,Local,Change of Use,Rural: Countryside, , ,Retention of cafe,57 Drumgrannon Road Moy Dungannon,"283,963","356,932",Pending, ,,,,,,1,12 months and over
LA09/2022/0541/F,25-Apr-2022,,25-Apr-2022,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Agricultural,Rural: Countryside, , ,Proposed farm shed for the storage of hay.,210M East Of 91 Ballynakilly Road Coalisland,"285,168","364,848",Pending, ,,,,,,1,12 months and over
LA11/2022/0519/F,25-Apr-2022,,05-May-2022,Derry and Strabane,N13000006,Derry City and Strabane LPA,EAST LONDONDERRY,Full,Local,Residential,Rural: Countryside,Rural housing developments (countryside), ,2 No. Infill Dwellings with Garages,Lands Adjacent and South of 53 Edenreagh Road   Eglinton   Derry   BT47 3NQ,"251,337","416,581",Approved,Approved,17-May-2023,Q1,,,50.8,, 
LA07/2022/0711/F,26-Apr-2022,,05-May-2022,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",SOUTH DOWN,Full,Local,Civic,Rural: Settlement, , ,Proposed development of rear service yard and embankment to provide additional staff parking facilities and relocation of existing generator,Clough Eurospar Filling Station   2-4 Main Street   Clough   Downpatrick BT30 8RA,"340,887","340,354",Approved,Approved,16-May-2023,Q1,,,50.6,, 
LA11/2022/0536/F,26-Apr-2022,,10-May-2022,Derry and Strabane,N13000006,Derry City and Strabane LPA,FOYLE,Full,Local,Mixed Use,Urban, , ,"Proposed erection of a Battery Energy Storage Facility 17MW (BESS) including switch and control room, lighting and closed circuit tv columns, new site boundary fencing, new access, and ancillary development works (amended plans received indicating a blast wall : drawing nos. SK2(rev3) and SK14 ).","Lands approximately 64 M. South West of 18 Balliniska Road, approximately 80 M. South East of Seagate Technology, Springtown Industrial Estate, Derry","242,565","419,382",Approved,Approved,22-Dec-2023,Q3,,,80.8,, 
LA01/2022/0484/F,27-Apr-2022,,03-May-2022,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Full,Local,Change of Use,Rural: Settlement, , ,"Retention of outdoor seating area, timber posts and roof over",The Village Kitchen   29C Sea Road   Castlerock,"277,345","435,914",Withdrawn,Withdrawn,,,14-Sep-2023,Q2,67.6,, 
LA03/2022/0453/F,27-Apr-2022,,18-May-2022,Antrim and Newtownabbey,N13000001,Antrim and Newtownabbey LPA,SOUTH ANTRIM,Full,Local,Civic,Rural: Countryside, , ,Provision of additional storage area for de-polluted commercial vehicles (ELV's) and chassis awaiting appropriate licenced disposal (Retrospective),Land adjacent to 18a Tamlough Road   Randalstown   Co Antrim   BT41 3DP,"307,248","395,013",Approved,Approved,26-May-2023,Q1,,,50.4,, 
LA04/2022/0874/F,27-Apr-2022,,27-Apr-2022,Belfast,N13000004,Belfast LPA,BELFAST SOUTH,Full,Local,Change of Use,Urban, , ,Change of use from cafe to office to include internal alterations. (Amended Description),69 University Road  Belfast  BT7 1NF,"333,455","372,747",Approved,Approved,20-Feb-2024,Q4,,,90.0,, 
LA04/2022/0880/LBC,27-Apr-2022,,09-May-2022,Belfast,N13000004,Belfast LPA,BELFAST SOUTH,Listed Building Consents,Local,Other,Urban, , ,Change of use from cafe to office to include internal alterations. (Amended Description),69 University Road  Belfast  BT7 1NF,"333,456","372,746",Approved,Approved,20-Feb-2024,Q4,,,88.6,, 
LA05/2022/0443/O,27-Apr-2022,,29-Apr-2022,Lisburn and Castlereagh,N13000008,Lisburn and Castlereagh LPA,LAGAN VALLEY,Outline,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,"Site for a replacement dwelling, garage and associated site works as per CTY3 of PPS 21 (old dwelling to be retained as farm out building)",40m south of 39 Quarterlands Road   Drumbeg   Dunmurry   Lisburn   BT27 5TN,"330,077","366,243",Pending, ,,,,,,1,12 months and over
LA06/2022/0421/O,27-Apr-2022,,12-May-2022,Ards and North Down,N13000002,Ards and North Down LPA,NORTH DOWN,Outline,Local,Residential,Rural: Settlement,New single rural dwellings (settlement), ,Erection of dwelling,Land between 1 and 1b Meadow Way Crawfordsburn BT19 1JJ,"346,264","381,178",Pending, ,,,,,,1,12 months and over
LA06/2022/0422/F,27-Apr-2022,,27-Apr-2022,Ards and North Down,N13000002,Ards and North Down LPA,NORTH DOWN,Full,Local,Civic,Rural: Settlement, , ,Creation of New Access,1 Meadow Way   Crawfordsburn   BT19 1JJ,"346,256","381,155",Pending, ,,,,,,1,12 months and over
LA06/2022/0424/F,27-Apr-2022,,10-May-2022,Ards and North Down,N13000002,Ards and North Down LPA,NORTH DOWN,Full,Local,Mixed Use,Urban, , ,Re-development of the site for 4no. townhouses. Refurbishment of No. 7-8 The Parade including external alterations and demolition of rear return to provide 2 No. townhouses and complete demolition and replacement of No. 26 Hunters Lane and associated garages to provide additional 2no. townhouses,Nos 7-8 The Parade   Donaghadee   BT21 0AE and No 26 Hunters Lane   Donaghadee   BT21 0AA,"359,092","379,961",Approved,Approved,08-Jan-2024,Q4,,,82.2,, 
LA06/2022/0425/DCA,27-Apr-2022,,27-Apr-2022,Ards and North Down,N13000002,Ards and North Down LPA,NORTH DOWN,Other consents,Local,Other,Urban, , ,Demolition of No.26 Hunters Lane and connecting non-original rear return of Nos 7-8 The Parade and all associated garages,Nos 7-8 The Parade   Donaghadee   BT21 0AE and No 26 Hunters Lane   Donaghadee   BT21 0AA,"359,092","379,961",Approved,Approved,08-Jan-2024,Q4,,,83.8,, 
LA09/2022/0551/F,27-Apr-2022,,27-Apr-2022,Mid Ulster,N13000010,Mid Ulster LPA,FERMANAGH AND SOUTH TYRONE,Full,Local,Residential,Urban,New single urban dwellings, ,Proposed two storey dwelling,Lands At 64 Drumcoo Green Dungannon,"279,935","363,468",Pending, ,,,,,,1,12 months and over
LA09/2022/0555/F,27-Apr-2022,,27-Apr-2022,Mid Ulster,N13000010,Mid Ulster LPA,FERMANAGH AND SOUTH TYRONE,Full,Local,Industrial,Rural: Countryside, , ,Proposed detached workshop.,130M West Of No. 15 Tobermesson Road Benburb Dungannon,"281,409","355,072",Pending, ,,,,,,1,12 months and over
LA01/2022/0470/F,28-Apr-2022,,28-Apr-2022,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Full,Local,Commercial,Urban, , ,Proposed Demolition of Existing Licensed Premises and Construction of New Two Storey Retail Development.,23 - 29 Catherine Street  Limavady  BT49 9DA,"267,039","423,053",Approved,Approved,19-Feb-2024,Q4,,,89.6,, 
LA01/2022/0476/O,28-Apr-2022,,28-Apr-2022,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,NORTH ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed site for dwelling,Site adjacent to 120a Finvoy Road  Ballymoney,"295,563","420,186",Refused,Refused,27-Apr-2023,Q1,,,49.2,, 
LA04/2022/0915/F,28-Apr-2022,,04-May-2022,Belfast,N13000004,Belfast LPA,BELFAST EAST,Full,Major,Industrial,Urban, , ,"Development of new, replacement Animal Health Sciences Building with General Stores Building, Post-Mortem Suite and Carcass Incineration Facility, and associated works",12 Stoney Road   Belfast   BT4 3SD,"340,739","374,618",Approved,Approved,20-Nov-2023,Q3,,,76.8,, 
LA06/2022/0427/F,28-Apr-2022,,28-Apr-2022,Ards and North Down,N13000002,Ards and North Down LPA,STRANGFORD,Full,Local,Residential,Rural: Countryside,Rural other (countryside), ,Conversion and renovation of former farm buildings into six dwellings. AMENDED PLANS.,Ballyalloy Farmyard adjacent to and approx. 95m SE of Ballyalloy House    19 Ballymaleddy Road    Comber    BT23 5PN,"342,967","368,151",Pending, ,,,,,,1,12 months and over
LA06/2022/0428/F,28-Apr-2022,,28-Apr-2022,Ards and North Down,N13000002,Ards and North Down LPA,STRANGFORD,Full,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Replacement dwelling. AMENDED PLANS.,165m SE of 19 Ballymaleddy Road Comber BT23 5PH,"343,050","367,933",Pending, ,,,,,,1,12 months and over
LA08/2022/0571/F,28-Apr-2022,,28-Apr-2022,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",NEWRY AND ARMAGH,Full,Major,Civic,Rural: Countryside, , ,"Alterations to existing anaerobic digestion plant to include the provision of a weighbridge facility, nutrient recovery process building, new staff building plus additional non-hazardous EWC waste codes. (additional information received)",Greencircle Renewables   290m North west of   12 Bracknagh Road   Armagh   BT60 4QA,"281,386","345,830",Pending, ,,,,,,1,12 months and over
LA08/2022/0597/F,28-Apr-2022,,03-May-2022,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",FERMANAGH AND SOUTH TYRONE,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Erection of replacement dwelling and associated site works (Existing dwelling to be retained as farm store)”. Amended proposal,Site adjacent to and East of   81 Derryane Road   Dungannon   BT71 6PD,"291,482","361,027",Approved,Approved,04-Sep-2023,Q2,,,66.0,, 
LA08/2022/0613/F,28-Apr-2022,,10-May-2022,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",UPPER BANN,Full,Local,Mixed Use,Rural: Settlement, , ,"Demolition of existing single and 2 storey rear extensions to the rear of 1 Dandy Row and 190 and 192 Huntly Road and erection of  2 storey extensions to the rear of 1 Dandy Row and 190 and 192 Huntly Road to allow for additional residential accommodation and commercial accommodation with associated internal alterations.  Part change of use of ground floor of 192 Huntly Road from General Store and Post Office to an office with associated internal alterations.  General renovations, internal renovations and external improvements along with associated site works. (additional information received and revised description).",1 Dandy Row   190-192 Huntly Road   Lenaderg   Banbridge   BT32 4NW,"311,333","348,704",Approved,Approved,09-Jun-2023,Q1,,,53.4,, 
LA08/2022/0614/LBC,28-Apr-2022,,28-Apr-2022,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",UPPER BANN,Listed Building Consents,Local,Other,Rural: Settlement, , ,"Demolition of existing single and 2 storey rear extensions to the rear of 1 Dandy Row and 190 and 192 Huntly Road and erection of  2 storey extensions to the rear of 1 Dandy Row and 190 and 192 Huntly Road to allow for additional residential accommodation and commercial accommodation with associated internal alterations.  Part change of use of ground floor of 192 Huntly Road from General Store and Post Office to an office with associated internal alterations.  General renovations, internal renovations and external improvements along with associated site works. (additional information received and revised description).",1 Dandy Row   190-192 Huntly Road   Lenaderg   Banbridge   BT32 4NW,"311,333","348,704",Approved,Approved,09-Jun-2023,Q1,,,54.8,, 
LA08/2022/0619/F,28-Apr-2022,,10-May-2022,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",NEWRY AND ARMAGH,Full,Local,Mixed Use,Rural: Settlement, , ,Conversion from vacant school house to two storey dwelling with rear extension to accommodate stairs.,51 Main Street  Middletown  Armagh  BT60 4JF,"275,026","338,817",Refused,Refused,08-Dec-2023,Q3,,,78.8,, 
LA08/2022/0671/F,28-Apr-2022,,10-May-2022,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",UPPER BANN,Full,Local,Mixed Use,Urban, , ,"Demolition of existing offices and typeset workshop, to allow for an extension to existing marshalling and dispatch yard, including new boundary wall to Queen Street, proposed level access to ground floor and new gable facade to existing factory. In addition, the proposed merger of three retail units to provide enlargement of existing showroom and new facade cladding, fascia and windows to existing showroom and office building. Retrospective application",65A B C and 67 Queen Street   Lurgan   BT66 8BP,"308,733","357,889",Approved,Approved,18-Dec-2023,Q3,,,80.0,, 
LA09/2022/0556/O,28-Apr-2022,,28-Apr-2022,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Domestic dwelling and garage.,Adjacent To 37 Moss Road Ballymaguigan Magherafelt BT45 6LJ.,"295,221","388,823",Refused,Refused,20-Apr-2023,Q1,,,48.2,, 
LA09/2022/0558/F,28-Apr-2022,,28-Apr-2022,Mid Ulster,N13000010,Mid Ulster LPA,FERMANAGH AND SOUTH TYRONE,Full,Local,Civic,Urban, , ,Redevelopment to facilitate the upgrade of existing Dungannon WwTW,Dungannon Waste Water Treatment Works (WWTW) 14 Moygashel Lane Dungannon BT71 7QY.,"281,294","360,246",Approved,Approved,19-Dec-2023,Q3,,,81.6,, 
LA10/2022/0493/F,28-Apr-2022,,09-May-2022,Fermanagh and Omagh,N13000007,Fermanagh and Omagh LPA,FERMANAGH AND SOUTH TYRONE,Full,Local,Mixed Use,Urban, , ,"Retrospective application for an extension to the existing concrete factory (approved under LA10/2017/0348/F) to form a new mould store, and retrospective alterations to the NE elevation to install double door (roller shutter and sliding door) syatem",Tracey Concrete   Carrigans 96 Old Rossorry Road   Enniskillen,"222,517","342,602",Pending, ,,,,,,1,12 months and over
LA01/2022/0479/F,29-Apr-2022,,29-Apr-2022,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Conversion and refurbishment of barn to dwelling and provide one and a half storey extension to the rear with sub terrain garage located to the rear with wild flower roof covering.,Site 200m north of 55 Coolagh Road   Greysteel,"258,730","420,105",Approved,Approved,08-Aug-2023,Q2,,,62.6,, 
LA04/2022/0828/F,29-Apr-2022,,29-Apr-2022,Belfast,N13000004,Belfast LPA,BELFAST NORTH,Full,Local,Mixed Use,Urban, , ,Change of use from hair salon to coffee shop and single storey extension to rear (amended description and address),133 Royal Avenue Belfast BT1 1FG,"333,786","374,703",Approved,Approved,07-Jun-2023,Q1,,,54.2,, 
LA04/2022/0849/F,29-Apr-2022,,29-Apr-2022,Belfast,N13000004,Belfast LPA,BELFAST EAST,Full,Local,Residential,Urban,Urban extensions and alterations, ,Alterations to side and rear elevations,36 Green Road   Ballycloghan   Belfast   BT5 6JA,"338,458","373,768",Approved,Approved,22-Nov-2023,Q3,,,77.6,, 
LA04/2022/0947/A,29-Apr-2022,,18-May-2022,Belfast,N13000004,Belfast LPA,BELFAST WEST,Consent to Display,Local,Other,Urban, , ,Proposed shop sign to front elevation above new front door of shop,24 Beechmount Avenue   Belfast   BT12 7NA,"331,600","373,512",Refused,Refused,04-Oct-2023,Q3,,,68.2,, 
LA04/2022/0988/F,29-Apr-2022,,17-May-2022,Belfast,N13000004,Belfast LPA,BELFAST NORTH,Full,Local,Mixed Use,Urban, , ,"Change of use to cafe including awning, screening and seating to external area at front and installation of extract ductwork at rear. (amended plans)",634 - 636 Antrim Road   Belfast BT15 5GP,"333,255","379,104",Approved,Approved,28-Apr-2023,Q1,,,47.0,, 
LA05/2022/0444/F,29-Apr-2022,,29-Apr-2022,Lisburn and Castlereagh,N13000008,Lisburn and Castlereagh LPA,SOUTH ANTRIM,Full,Local,Residential,Rural: Countryside,Rural other (countryside), ,Proposed change of house type from single storey to storey and a half and garage from previously approved dwelling ref: LA05/2020/0443/F,Lands between no's 3 and 5 Ballypitmave Road   Glenavy   Lisburn   BT28 3XN,"320,135","370,806",Approved,Approved,24-Oct-2023,Q3,,,73.4,, 
LA06/2022/0448/F,29-Apr-2022,,20-Jun-2022,Ards and North Down,N13000002,Ards and North Down LPA,NORTH DOWN,Full,Local,Other,Urban, , ,"4no. multi-bike bike racks, block of self-contained bio toilets, 5 outdoor drinking water points, short/low-level bollard lighting to  outdoor pathways, uplighter LED lights to outdoor boat, walled garden walls; 5no. lights to illuminate select trees inside and just outside walled garden area, location of 3-6 food trucks and banked bench style seating to circular bank surround, and tensile pavilion structure within the walled garden.",Lands at Ulster Transport Museum   Bangor Road   Holywood   BT18 0EU,"341,780","380,827",Approved,Approved,30-May-2023,Q1,,,46.4,, 
LA07/2022/0718/F,29-Apr-2022,,29-Apr-2022,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",STRANGFORD,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Residential dwelling (Amended Plans),Adjacent to 27a Ballynahinch Road   Creevycarnonan   Crossgar,"345,053","352,324",Refused,Refused,20-Feb-2024,Q4,,,89.6,, 
LA07/2022/0727/F,29-Apr-2022,,29-Apr-2022,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",SOUTH DOWN,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,"Retention of buildings part change of use of existing Vernacular barn approved under R/2015/0114/LDP currently used as general use for domestic use together with respite ancillary accommodation @ 82 Tannaghmore Road, Ballynahinch",82 Tannaghmore Road   Ballynahinch,"339,031","344,237",Approved,Approved,20-Jul-2023,Q2,,,60.0,, 
LA08/2022/0595/F,29-Apr-2022,,29-Apr-2022,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",NEWRY AND ARMAGH,Full,Local,Industrial,Rural: Countryside, , ,"Erection of extension to existing building to provide an associated warehouse and storage building, relocation of existing gas tanks, erection of two water tanks, creation of car park and associated site works. (amended description)",38A Corrigan Hill Road   Dungannon   BT71 6SL,"286,018","354,557",Approved,Approved,13-Apr-2023,Q1,,,47.0,, 
LA09/2022/0562/F,29-Apr-2022,,29-Apr-2022,Mid Ulster,N13000010,Mid Ulster LPA,FERMANAGH AND SOUTH TYRONE,Full,Local,Industrial,Rural: Countryside, , ,"Construction of 2 no, Industrial Units and associated drainage on lands formally approved as HGV bunkering facility accessed off the newly approved road/RTL at lands adjacent to A45 Service Station 212 Ballynakilly Road Dungannon",Lands Adjacent To A45 Service Station 212 Ballynakilly Road Dungannon,"286,895","362,322",Pending, ,,,,,,1,12 months and over
LA09/2022/0572/F,29-Apr-2022,,29-Apr-2022,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Change of Use,Rural: Countryside, , ,"Proposed farm diversification from existing farm sheds to the processing of recyclable paper, cardboard and plastics, such as the shredding of paper for animal bedding etc, including a storage shed, ancillary office/store building and associated works",24 Corr Road Dungannon,"286,310","364,547",Pending, ,,,,,,1,12 months and over
LA01/2022/0535/F,03-May-2022,,12-May-2022,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed new dwelling and garage,Lands North East of 252 Clooney Road   Greysteel,"258,789","421,774",Approved,Approved,04-Apr-2023,Q1,,,44.4,, 
LA04/2022/0914/DCA,03-May-2022,,03-May-2022,Belfast,N13000004,Belfast LPA,BELFAST NORTH,Other consents,Local,Other,Urban, , ,Demolition of single storey extension,133 Royal Avenue Belfast BT1 1FG,"333,784","374,706",Approved,Approved,07-Jun-2023,Q1,,,54.0,, 
LA05/2022/0449/F,03-May-2022,,03-May-2022,Lisburn and Castlereagh,N13000008,Lisburn and Castlereagh LPA,LAGAN VALLEY,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Retrospective application for a domestic horse manege/sand school,50m NW of 124 Edentrillick Road   Hillsborough   BT26 6QT,"324,448","353,858",Approved,Approved,12-Dec-2023,Q3,,,80.2,, 
LA05/2022/0458/RM,03-May-2022,,09-May-2022,Lisburn and Castlereagh,N13000008,Lisburn and Castlereagh LPA,LAGAN VALLEY,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed new dwelling and garage (Amended plans),Adjacent and west of 41 Ballykeel Road   Annahilt   Hillsborough,"331,810","357,372",Approved,Approved,29-Sep-2023,Q2,,,69.0,, 
LA05/2022/0459/RM,03-May-2022,,09-May-2022,Lisburn and Castlereagh,N13000008,Lisburn and Castlereagh LPA,LAGAN VALLEY,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed new dwelling and garage (Amended plans),Adjacent and east 39 Ballykeel Road   Annahilt   Hillsborough,"331,765","357,398",Approved,Approved,29-Sep-2023,Q2,,,69.0,, 
LA06/2022/0436/O,03-May-2022,,03-May-2022,Ards and North Down,N13000002,Ards and North Down LPA,NORTH DOWN,Outline,Local,Residential,Urban,New single urban dwellings, ,Dwelling,Rear garden of 19 Park Avenue   Donaghadee   BT21 0EB,"358,543","380,120",Pending, ,,,,,,1,12 months and over
LA06/2022/0445/F,03-May-2022,,03-May-2022,Ards and North Down,N13000002,Ards and North Down LPA,STRANGFORD,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Extension of dwelling curtilage and retention of ancillary buildings (retrospective),107 Comber Road   Newtownards   BT23 4QS,"348,454","371,554",Withdrawn,Withdrawn,,,16-Nov-2023,Q3,76.6,, 
LA11/2022/0516/F,03-May-2022,,03-May-2022,Derry and Strabane,N13000006,Derry City and Strabane LPA,WEST TYRONE,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling and domestic garage,"Approx. 75 M. South of 8 Sallowilly Road, Dunamanagh,  Strabane, BT82 0QH","249,962","400,993",Approved,Approved,27-Apr-2023,Q1,,,48.8,, 
LA11/2022/0545/O,03-May-2022,,03-May-2022,Derry and Strabane,N13000006,Derry City and Strabane LPA,EAST LONDONDERRY,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Erection of a farm dwelling,Lands adjacent No. 75 Ervey Road   Cross   L'Derry   BT47 3EU,"252,719","414,675",Approved,Approved,15-May-2023,Q1,,,50.8,, 
LA01/2022/0521/F,04-May-2022,,10-May-2022,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,"Proposed extension of existing dwelling to include single storey, integral garage with roof terrace over and alterations to front facade with increased ridge and eaves height to improve existing first floor accommodation.",110a Gateside Road   Portrush,"287,250","438,543",Approved,Approved,05-May-2023,Q1,,,48.8,, 
LA01/2022/0522/F,04-May-2022,,10-May-2022,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Proposed side and rear extension to existing dwelling,52 Dunboe Road   Coleraine,"277,273","433,323",Pending, ,,,,,,1,12 months and over
LA01/2022/0544/O,04-May-2022,,06-May-2022,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling and detached domestic garage,Site adjacent and NE of No. 20 Coolagh Road   Greysteel,"258,882","421,102",Approved,Approved,19-May-2023,Q1,,,51.0,, 
LA04/2022/1046/F,04-May-2022,,04-May-2022,Belfast,N13000004,Belfast LPA,BELFAST SOUTH,Full,Local,Residential,Urban,Urban housing developments, ,Proposed demolition of existing building and construction of a residential development consisting of 14 No. units (9 No. apartments and 5 No. terraced dwellings) with associated landscaping and car parking (amended plans received).,18 Annadale Avenue   Belfast   BT7 3JH,"334,785","370,786",Pending, ,,,,,,1,12 months and over
LA05/2022/0465/F,04-May-2022,,09-May-2022,Lisburn and Castlereagh,N13000008,Lisburn and Castlereagh LPA,LAGAN VALLEY,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling with integrated garage and solar panels to rear garden.(amended plans),60m south of 6 Brookmount Road   Lisburn,"321,665","364,862",Pending, ,,,,,,1,12 months and over
LA05/2022/0482/RM,04-May-2022,,04-May-2022,Lisburn and Castlereagh,N13000008,Lisburn and Castlereagh LPA,LAGAN VALLEY,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling with detached garage in courtyard arrangement,Site sw of no. 7 Pothill Lane   Lisburn,"331,039","360,131",Approved,Approved,20-Apr-2023,Q1,,,47.6,, 
LA05/2022/0663/F,04-May-2022,,08-Jul-2022,Lisburn and Castlereagh,N13000008,Lisburn and Castlereagh LPA,LAGAN VALLEY,Full,Local,Mixed Use,Urban, , ,"Proposed demolition of outbuildings and garage and refurbishment of existing building, extension to the side and rear to create a new office. Alteration of existing vehicular access and provision of 4no car parking spaces. Change of use of existing building to offices",1 Wallace Avenue   Lisburn   BT27 4AA,"326,787","364,517",Pending, ,,,,,,1,12 months and over
LA05/2022/0664/DCA,04-May-2022,,08-Jul-2022,Lisburn and Castlereagh,N13000008,Lisburn and Castlereagh LPA,LAGAN VALLEY,Other consents,Local,Other,Urban, , ,"Existing garage and out building to be demolished, existing boundary wall to be removed to allow connection into new extension.",1 Wallace Avenue   Lisburn   BT27 4AA,"326,787","364,517",Pending, ,,,,,,1,12 months and over
LA08/2022/0603/O,04-May-2022,,09-May-2022,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",UPPER BANN,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Site for infill dwelling.,Adjacent to and immediately South of   123a Bleary Road   Ballydougan   Portadown   BT63 5NG,"306,467","353,419",Approved,Approved,15-Dec-2023,Q3,,,80.0,, 
